�,date,city,home_team,away_team,home_ft,away_ft,tournament
"2008-09-06,""Tiraspol, Moldova"",Moldova,Latvia,1,2,FIFA World Cup qualification"
"2008-09-06,""Ramat-Gan, Israel"",Israel,Switzerland,2,2,FIFA World Cup qualification"
"2008-09-06,""Wrocław, Poland"",Poland,Slovenia,1,1,FIFA World Cup qualification"
"2008-09-06,""Bratislava, Slovakia"",Slovakia,Northern Ireland,2,1,FIFA World Cup qualification"
"2008-09-06,""Cardiff, Wales"",Wales,Azerbaijan,1,0,FIFA World Cup qualification"
"2008-09-06,""Vaduz, Liechtenstein"",Liechtenstein,Germany,0,6,FIFA World Cup qualification"
"2008-09-06,""Yerevan, Armenia"",Armenia,Turkey,0,2,FIFA World Cup qualification"
"2008-09-06,""Liège, Belgium"",Belgium,Estonia,3,2,FIFA World Cup qualification"
"2008-09-06,""L'viv, Ukraine"",Ukraine,Belarus,1,0,FIFA World Cup qualification"
"2008-09-06,""Barcelona, Spain"",Andorra,England,0,2,FIFA World Cup qualification"
"2008-09-06,""Zagreb, Croatia"",Croatia,Kazakhstan,3,0,FIFA World Cup qualification"
"2008-09-06,""Cluj-Napoca, Romania"",Romania,Lithuania,0,3,FIFA World Cup qualification"
"2008-09-06,""Belgrade, Serbia"",Serbia,Faroe Islands,2,0,FIFA World Cup qualification"
"2008-09-06,""Vienna, Austria"",Austria,France,3,1,FIFA World Cup qualification"
"2008-09-06,""Podgorica, Montenegro"",Montenegro,Bulgaria,2,2,FIFA World Cup qualification"
"2008-09-06,""Larnaca, Cyprus"",Cyprus,Italy,1,2,FIFA World Cup qualification"
"2008-09-06,""Oslo, Norway"",Norway,Iceland,2,2,FIFA World Cup qualification"
"2008-09-06,""Quito, Ecuador"",Ecuador,Bolivia,3,1,FIFA World Cup qualification"
"2008-09-06,""Bogotá, Colombia"",Colombia,Uruguay,0,1,FIFA World Cup qualification"
"2008-09-06,""Lima, Peru"",Peru,Venezuela,1,0,FIFA World Cup qualification"
"2008-09-06,""Muscat, Oman"",Oman,Morocco,0,0,Friendly"
"2008-09-06,""Eindhoven, Netherlands"",Netherlands,Australia,1,2,Friendly"
"2008-09-07,""Antananarivo, Madagascar"",Madagascar,Botswana,1,0,FIFA World Cup qualification"
"2008-09-07,""Bloemfontein, South Africa"",Lesotho,Gabon,0,3,FIFA World Cup qualification"
"2008-09-07,""Harare, Zimbabwe"",Zimbabwe,Guinea,0,0,FIFA World Cup qualification"
"2008-09-07,""Cotonou, Benin"",Benin,Angola,3,2,FIFA World Cup qualification"
"2008-09-07,""Niamey, Niger"",Niger,Uganda,3,1,FIFA World Cup qualification"
"2008-09-07,""Brazzaville, Congo"",Congo,Mali,1,0,FIFA World Cup qualification"
"2008-09-07,""Santiago, Chile"",Chile,Brazil,0,3,FIFA World Cup qualification"
"2008-09-09,""Asunción, Paraguay"",Paraguay,Venezuela,2,0,FIFA World Cup qualification"
"2008-09-09,""Atteridgeville, South Africa"",South Africa,Guinea,0,1,Friendly"
"2008-09-10,""Port Vila, Vanuatu"",Vanuatu,Fiji,2,1,FIFA World Cup qualification"
"2008-09-10,""North Shore, New Zealand"",New Zealand,New Caledonia,3,0,FIFA World Cup qualification"
"2008-09-10,""Chililabombwe, Zambia"",Zambia,Togo,1,0,FIFA World Cup qualification"
"2008-09-10,""Moscow, Russia"",Russia,Wales,2,1,FIFA World Cup qualification"
"2008-09-10,""Tashkent, Uzbekistan"",Uzbekistan,Australia,0,1,FIFA World Cup qualification"
"2008-09-10,""Baku, Azerbaijan"",Azerbaijan,Liechtenstein,0,0,FIFA World Cup qualification"
"2008-09-10,""Almaty, Kazakhstan"",Kazakhstan,Ukraine,1,3,FIFA World Cup qualification"
"2008-09-10,""Tórshavn, Faroe Islands"",Faroe Islands,Romania,0,1,FIFA World Cup qualification"
"2008-09-10,""Sant Julià de Lòria, Andorra"",Andorra,Belarus,1,3,FIFA World Cup qualification"
"2008-09-10,""Chişinău, Moldova"",Moldova,Israel,1,2,FIFA World Cup qualification"
"2008-09-10,""Helsinki, Finland"",Finland,Germany,3,3,FIFA World Cup qualification"
"2008-09-10,""Solna, Sweden"",Sweden,Hungary,2,1,FIFA World Cup qualification"
"2008-09-10,""Istanbul, Turkey"",Turkey,Belgium,1,1,FIFA World Cup qualification"
"2008-09-10,""Abu Dhabi, United Arab Emirates"",United Arab Emirates,Saudi Arabia,1,2,FIFA World Cup qualification"
"2008-09-10,""Riga, Latvia"",Latvia,Greece,0,2,FIFA World Cup qualification"
"2008-09-10,""Zürich, Switzerland"",Switzerland,Luxembourg,1,2,FIFA World Cup qualification"
"2008-09-10,""Marijampolė, Lithuania"",Lithuania,Austria,2,0,FIFA World Cup qualification"
"2008-09-10,""Reykjavík, Iceland"",Iceland,Scotland,1,2,FIFA World Cup qualification"
"2008-09-10,""Zagreb, Croatia"",Croatia,England,1,4,FIFA World Cup qualification"
"2008-09-10,""Serravalle, San Marino"",San Marino,Poland,0,2,FIFA World Cup qualification"
"2008-09-10,""Belfast, Northern Ireland"",Northern Ireland,Czech Republic,0,0,FIFA World Cup qualification"
"2008-09-10,""Maribor, Slovenia"",Slovenia,Slovakia,2,1,FIFA World Cup qualification"
"2008-09-10,""Tirana, Albania"",Albania,Malta,3,0,FIFA World Cup qualification"
"2008-09-10,""Saint-Denis, France"",France,Serbia,2,1,FIFA World Cup qualification"
"2008-09-10,""Doha, Qatar"",Qatar,Bahrain,1,1,FIFA World Cup qualification"
"2008-09-10,""Udine, Italy"",Italy,Georgia,2,0,FIFA World Cup qualification"
"2008-09-10,""Lisbon, Portugal"",Portugal,Denmark,2,3,FIFA World Cup qualification"
"2008-09-10,""Muscat, Oman"",Oman,Zimbabwe,3,2,Friendly"
"2008-09-10,""Albacete, Spain"",Spain,Armenia,4,0,FIFA World Cup qualification"
"2008-09-10,""Guatemala, Guatemala"",Guatemala,Cuba,4,1,FIFA World Cup qualification"
"2008-09-10,""Tuxtla Gutiérrez, Mexico"",Mexico,Canada,2,1,FIFA World Cup qualification"
"2008-09-10,""San Pedro Sula, Honduras"",Honduras,Jamaica,2,0,FIFA World Cup qualification"
"2008-09-10,""Paramaribo, Suriname"",Suriname,El Salvador,0,2,FIFA World Cup qualification"
"2008-09-10,""Port-au-Prince, Haiti"",Haiti,Costa Rica,1,3,FIFA World Cup qualification"
"2008-09-10,""Montevideo, Uruguay"",Uruguay,Ecuador,0,0,FIFA World Cup qualification"
"2008-09-10,""Santiago, Chile"",Chile,Colombia,4,0,FIFA World Cup qualification"
"2008-09-10,""Rio de Janeiro, Brazil"",Brazil,Bolivia,0,0,FIFA World Cup qualification"
"2008-09-10,""Lima, Peru"",Peru,Argentina,1,1,FIFA World Cup qualification"
"2008-09-10,""Cairo, Egypt"",Chad,Sudan,1,3,FIFA World Cup qualification"
"2008-09-21,""St John's, Antigua and Barbuda"",Antigua and Barbuda,Guyana,3,0,Friendly"
"2008-09-24,""La Courneuve, France"",Guadeloupe,Martinique,0,1,African Nations Championship"
"2008-09-24,""La Courneuve, France"",Tahiti,New Caledonia,0,1,African Nations Championship"
"2008-09-24,""Los Angeles, United States"",Mexico,Chile,0,1,Friendly"
"2008-09-25,""Franconville, France"",Mayotte,Réunion,1,6,African Nations Championship"
"2008-09-26,""Basseterre, St Kitts and Nevis"",British Virgin Islands,Barbados,1,2,CFU Caribbean Cup qualification"
"2008-09-27,""Melun, France"",Tahiti,Martinique,0,1,African Nations Championship"
"2008-09-27,""Melun, France"",New Caledonia,Guadeloupe,0,4,African Nations Championship"
"2008-09-30,""Colombes, France"",Tahiti,Guadeloupe,0,1,African Nations Championship"
"2008-09-30,""Johannesburg, South Africa"",South Africa,Malawi,3,0,Friendly"
"2008-10-03,""La Courneuve, France"",New Caledonia,Mayotte,3,2,African Nations Championship"
"2008-10-04,""Créteil, France"",Martinique,Réunion,0,1,African Nations Championship"
"2008-10-08,""Port of Spain, Trinidad and Tobago"",Trinidad and Tobago,Dominican Republic,9,0,Friendly"
"2008-10-09,""Niigata, Japan"",Japan,United Arab Emirates,1,1,Friendly"
"2008-10-10,""Kuala Lumpur, Malaysia"",Malaysia,Pakistan,4,1,Friendly"
"2008-10-11,""Dar es Salaam, Tanzania"",Tanzania,Cape Verde,3,1,FIFA World Cup qualification"
"2008-10-11,""Windhoek, Namibia"",Namibia,Zimbabwe,4,2,FIFA World Cup qualification"
"2008-10-11,""Helsinki, Finland"",Finland,Azerbaijan,1,0,FIFA World Cup qualification"
"2008-10-11,""Glasgow, Scotland"",Scotland,Norway,0,0,FIFA World Cup qualification"
"2008-10-11,""Yaoundé, Cameroon"",Cameroon,Mauritius,5,0,FIFA World Cup qualification"
"2008-10-11,""Sekondi, Ghana"",Ghana,Lesotho,3,0,FIFA World Cup qualification"
"2008-10-11,""Libreville, Gabon"",Gabon,Libya,1,0,FIFA World Cup qualification"
"2008-10-11,""Gaborone, Botswana"",Botswana,Mozambique,0,1,FIFA World Cup qualification"
"2008-10-11,""Abuja, Nigeria"",Nigeria,Sierra Leone,4,1,FIFA World Cup qualification"
"2008-10-11,""Radès, Tunisia"",Tunisia,Seychelles,5,0,FIFA World Cup qualification"
"2008-10-11,""Tórshavn, Faroe Islands"",Faroe Islands,Austria,1,1,FIFA World Cup qualification"
"2008-10-11,""Malabo, Equatorial Guinea"",Equatorial Guinea,South Africa,0,1,FIFA World Cup qualification"
"2008-10-11,""Paynesville, Liberia"",Liberia,Algeria,0,0,FIFA World Cup qualification"
"2008-10-11,""Accra, Ghana"",Togo,Swaziland,6,0,FIFA World Cup qualification"
"2008-10-11,""Sankt Gallen, Switzerland"",Switzerland,Latvia,2,1,FIFA World Cup qualification"
"2008-10-11,""London, England"",England,Kazakhstan,5,1,FIFA World Cup qualification"
"2008-10-11,""Cardiff, Wales"",Wales,Liechtenstein,2,0,FIFA World Cup qualification"
"2008-10-11,""Tbilisi, Georgia"",Georgia,Cyprus,1,1,FIFA World Cup qualification"
"2008-10-11,""Dakar, Senegal"",Senegal,Gambia,1,1,FIFA World Cup qualification"
"2008-10-11,""Budapest, Hungary"",Hungary,Albania,2,0,FIFA World Cup qualification"
"2008-10-11,""Solna, Sweden"",Sweden,Portugal,0,0,FIFA World Cup qualification"
"2008-10-11,""Copenhagen, Denmark"",Denmark,Malta,3,0,FIFA World Cup qualification"
"2008-10-11,""Charkiv, Ukraine"",Ukraine,Croatia,0,0,FIFA World Cup qualification"
"2008-10-11,""Belgrade, Serbia"",Serbia,Lithuania,3,0,FIFA World Cup qualification"
"2008-10-11,""Athens, Greece"",Greece,Moldova,3,0,FIFA World Cup qualification"
"2008-10-11,""Serravalle, San Marino"",San Marino,Slovakia,1,3,FIFA World Cup qualification"
"2008-10-11,""Luxembourg, Luxembourg"",Luxembourg,Israel,1,3,FIFA World Cup qualification"
"2008-10-11,""Dortmund, Germany"",Germany,Russia,2,1,FIFA World Cup qualification"
"2008-10-11,""Brussels, Belgium"",Belgium,Armenia,2,0,FIFA World Cup qualification"
"2008-10-11,""Tallinn, Estonia"",Estonia,Spain,0,3,FIFA World Cup qualification"
"2008-10-11,""Chorzów, Poland"",Poland,Czech Republic,2,1,FIFA World Cup qualification"
"2008-10-11,""Maribor, Slovenia"",Slovenia,Northern Ireland,2,0,FIFA World Cup qualification"
"2008-10-11,""Sofia, Bulgaria"",Bulgaria,Italy,0,0,FIFA World Cup qualification"
"2008-10-11,""Constanţa, Romania"",Romania,France,2,2,FIFA World Cup qualification"
"2008-10-11,""Rotterdam, Netherlands"",Netherlands,Iceland,2,0,FIFA World Cup qualification"
"2008-10-11,""Bamako, Mali"",Mali,Chad,2,1,FIFA World Cup qualification"
"2008-10-11,""Omdurman, Sudan"",Sudan,Congo,2,0,FIFA World Cup qualification"
"2008-10-11,""La Paz, Bolivia"",Bolivia,Peru,3,0,FIFA World Cup qualification"
"2008-10-11,""Rabat, Morocco"",Morocco,Mauritania,4,1,FIFA World Cup qualification"
"2008-10-11,""Paramaribo, Suriname"",Suriname,Costa Rica,1,4,FIFA World Cup qualification"
"2008-10-11,""Buenos Aires, Argentina"",Argentina,Uruguay,2,1,FIFA World Cup qualification"
"2008-10-11,""Port-au-Prince, Haiti"",Haiti,El Salvador,0,0,FIFA World Cup qualification"
"2008-10-11,""Guatemala, Guatemala"",Guatemala,Trinidad and Tobago,0,0,FIFA World Cup qualification"
"2008-10-11,""Kingston, Jamaica"",Jamaica,Mexico,1,0,FIFA World Cup qualification"
"2008-10-11,""San Pedro Sula, Honduras"",Honduras,Canada,3,1,FIFA World Cup qualification"
"2008-10-11,""Bogotá, Colombia"",Colombia,Paraguay,0,1,FIFA World Cup qualification"
"2008-10-11,""Les Abymes, Guadeloupe"",Martinique,Grenada,2,2,CFU Caribbean Cup qualification"
"2008-10-11,""Les Abymes, Guadeloupe"",Guadeloupe,Cayman Islands,7,1,CFU Caribbean Cup qualification"
"2008-10-12,""Kampala, Uganda"",Uganda,Benin,2,1,FIFA World Cup qualification"
"2008-10-12,""Bujumbura, Burundi"",Burundi,Burkina Faso,1,3,FIFA World Cup qualification"
"2008-10-12,""Conakry, Guinea"",Guinea,Kenya,3,2,FIFA World Cup qualification"
"2008-10-12,""Luanda, Angola"",Angola,Niger,3,1,FIFA World Cup qualification"
"2008-10-12,""Cairo, Egypt"",Egypt,Djibouti,4,0,FIFA World Cup qualification"
"2008-10-12,""Quito, Ecuador"",Ecuador,Chile,1,0,FIFA World Cup qualification"
"2008-10-12,""San Cristóbal, Venezuela"",Venezuela,Brazil,0,4,FIFA World Cup qualification"
"2008-10-13,""Les Abymes, Guadeloupe"",Cayman Islands,Martinique,0,1,CFU Caribbean Cup qualification"
"2008-10-13,""Les Abymes, Guadeloupe"",Guadeloupe,Grenada,2,1,CFU Caribbean Cup qualification"
"2008-10-14,""Saint-Denis, France"",France,Tunisia,3,1,Friendly"
"2008-10-14,""Hanoi, Vietnam"",Vietnam,Singapore,0,0,Friendly"
"2008-10-14,""La Paz, Bolivia"",Bolivia,Uruguay,2,2,FIFA World Cup qualification"
"2008-10-15,""Saitama, Japan"",Japan,Uzbekistan,1,1,FIFA World Cup qualification"
"2008-10-15,""Teplice, Czech Republic"",Czech Republic,Slovenia,1,0,FIFA World Cup qualification"
"2008-10-15,""Moscow, Russia"",Russia,Finland,3,0,FIFA World Cup qualification"
"2008-10-15,""Kaunas, Lithuania"",Lithuania,Faroe Islands,1,0,FIFA World Cup qualification"
"2008-10-15,""Tbilisi, Georgia"",Georgia,Bulgaria,0,0,FIFA World Cup qualification"
"2008-10-15,""Oslo, Norway"",Norway,Netherlands,0,1,FIFA World Cup qualification"
"2008-10-15,""Attard, Malta"",Malta,Hungary,0,1,FIFA World Cup qualification"
"2008-10-15,""Luxembourg, Luxembourg"",Luxembourg,Moldova,0,0,FIFA World Cup qualification"
"2008-10-15,""Zagreb, Croatia"",Croatia,Andorra,4,0,FIFA World Cup qualification"
"2008-10-15,""Minsk, Belarus"",Belarus,England,1,3,FIFA World Cup qualification"
"2008-10-15,""Vienna, Austria"",Austria,Serbia,1,3,FIFA World Cup qualification"
"2008-10-15,""Bratislava, Slovakia"",Slovakia,Poland,2,1,FIFA World Cup qualification"
"2008-10-15,""Belfast, Northern Ireland"",Northern Ireland,San Marino,4,0,FIFA World Cup qualification"
"2008-10-15,""Mönchengladbach, Germany"",Germany,Wales,1,0,FIFA World Cup qualification"
"2008-10-15,""Tallinn, Estonia"",Estonia,Turkey,0,0,FIFA World Cup qualification"
"2008-10-15,""Brussels, Belgium"",Belgium,Spain,1,2,FIFA World Cup qualification"
"2008-10-15,""Lecce, Italy"",Italy,Montenegro,2,1,FIFA World Cup qualification"
"2008-10-15,""Braga, Portugal"",Portugal,Albania,0,0,FIFA World Cup qualification"
"2008-10-15,""Asunción, Paraguay"",Paraguay,Peru,1,0,FIFA World Cup qualification"
"2008-10-15,""Santiago, Chile"",Chile,Argentina,1,0,FIFA World Cup qualification"
"2008-10-15,""Rio de Janeiro, Brazil"",Brazil,Colombia,0,0,FIFA World Cup qualification"
"2008-10-15,""Puerto la Cruz, Venezuela"",Venezuela,Ecuador,3,1,FIFA World Cup qualification"
"2008-10-15,""Havana, Cuba"",Cuba,Guatemala,2,1,FIFA World Cup qualification"
"2008-10-15,""Kingston, Jamaica"",Jamaica,Honduras,1,0,FIFA World Cup qualification"
"2008-10-15,""Edmonton, Canada"",Canada,Mexico,2,2,FIFA World Cup qualification"
"2008-10-15,""San José, Costa Rica"",Costa Rica,Haiti,2,0,FIFA World Cup qualification"
"2008-10-15,""Les Abymes, Guadeloupe"",Grenada,Cayman Islands,4,2,CFU Caribbean Cup qualification"
"2008-10-15,""Les Abymes, Guadeloupe"",Guadeloupe,Martinique,3,1,CFU Caribbean Cup qualification"
"2008-10-15,""Arad, Bahrain"",Bahrain,Azerbaijan,1,2,Friendly"
"2008-10-17,""Phnom Penh, Cambodia"",Cambodia,Laos,3,2,AFF Championship"
"2008-10-17,""Petaling Jaya, Malaysia"",Nepal,Afghanistan,2,2,Merdeka Tournament"
"2008-10-19,""Phnom Penh, Cambodia"",Brunei,Philippines,1,1,AFF Championship"
"2008-10-20,""Kuala Lumpur, Malaysia"",Malaysia,Afghanistan,6,0,Merdeka Tournament"
"2008-10-21,""Phnom Penh, Cambodia"",Philippines,Laos,1,2,AFF Championship"
"2008-10-23,""Phnom Penh, Cambodia"",Laos,Brunei,3,2,AFF Championship"
"2008-10-23,""Phnom Penh, Cambodia"",Cambodia,Philippines,2,3,AFF Championship"
"2008-10-23,""Havana, Cuba"",Barbados,Suriname,3,2,CFU Caribbean Cup qualification"
"2008-10-25,""Phnom Penh, Cambodia"",Cambodia,Brunei,2,1,AFF Championship"
"2008-10-25,""Havana, Cuba"",Cuba,Barbados,1,1,CFU Caribbean Cup qualification"
"2008-10-26,""Ar Ram, Palestine"",Palestine,Jordan,1,1,Friendly"
"2008-10-27,""Havana, Cuba"",Cuba,Suriname,6,0,CFU Caribbean Cup qualification"
"2008-11-05,""Macoya, Trinidad and Tobago"",Trinidad and Tobago,Antigua and Barbuda,3,2,CFU Caribbean Cup qualification"
"2008-11-07,""Macoya, Trinidad and Tobago"",Antigua and Barbuda,Guyana,2,1,CFU Caribbean Cup qualification"
"2008-11-08,""Riyadh, Saudi Arabia"",Saudi Arabia,Thailand,1,0,Friendly"
"2008-11-09,""Macoya, Trinidad and Tobago"",Trinidad and Tobago,Guyana,1,1,CFU Caribbean Cup qualification"
"2008-11-09,""George Town, Cayman Islands"",Cayman Islands,Jamaica,0,2,Friendly"
"2008-11-09,""Doha, Qatar"",Qatar,Iran,0,1,Friendly"
"2008-11-12,""Tallinn, Estonia"",Estonia,Latvia,1,1,Friendly"
"2008-11-12,""Phoenix, United States"",Mexico,Ecuador,2,1,Friendly"
"2008-11-13,""Rangoon, Burma"",Bangladesh,Indonesia,0,2,Friendly"
"2008-11-13,""Kobe, Japan"",Japan,Syria,3,1,Friendly"
"2008-11-18,""Rouen, France"",Algeria,Mali,1,1,Friendly"
"2008-11-18,""Compiègne, France"",Gabon,Guinea,3,3,Friendly"
"2008-11-18,""Tallinn, Estonia"",Estonia,Moldova,1,0,Friendly"
"2008-11-19,""Saint-Denis, France"",France,Uruguay,0,0,Friendly"
"2008-11-19,""Brøndby, Denmark"",Denmark,Wales,0,1,Friendly"
"2008-11-19,""Rustenburg, South Africa"",South Africa,Cameroon,3,2,Friendly"
"2008-11-19,""Belfast, Northern Ireland"",Northern Ireland,Hungary,0,2,Friendly"
"2008-11-19,""Vienna, Austria"",Austria,Turkey,2,4,Friendly"
"2008-11-19,""Accra, Ghana"",Ghana,Tunisia,0,0,Friendly"
"2008-11-19,""Palmira, Colombia"",Colombia,Nigeria,1,0,Friendly"
"2008-11-19,""Muscat, Oman"",Oman,Paraguay,0,1,Friendly"
"2008-11-19,""Glasgow, Scotland"",Scotland,Argentina,0,1,Friendly"
"2008-11-19,""Žilina, Slovakia"",Slovakia,Liechtenstein,4,0,Friendly"
"2008-11-19,""Barinas, Venezuela"",Venezuela,Angola,0,0,Friendly"
"2008-11-19,""Macau, Macau"",Macau,Hong Kong,1,9,Friendly"
"2008-11-19,""Lomé, Togo"",Togo,Rwanda,1,0,Friendly"
"2008-11-19,""Dar es Salaam, Tanzania"",Tanzania,Mozambique,1,0,Friendly"
"2008-11-19,""Tallinn, Estonia"",Moldova,Lithuania,1,1,Friendly"
"2008-11-19,""Paola, Malta"",Malta,Iceland,0,1,Friendly"
"2008-11-19,""Belgrade, Serbia"",Serbia,Bulgaria,6,1,Friendly"
"2008-11-19,""Nicosia, Cyprus"",Cyprus,Belarus,2,1,Friendly"
"2008-11-19,""Rabat, Morocco"",Morocco,Zambia,3,0,Friendly"
"2008-11-19,""Cairo, Egypt"",Egypt,Benin,5,1,Friendly"
"2008-11-19,""Dnipropetrovs'k, Ukraine"",Ukraine,Norway,1,0,Friendly"
"2008-11-19,""Baku, Azerbaijan"",Azerbaijan,Albania,1,1,Friendly"
"2008-11-19,""Amsterdam, Netherlands"",Netherlands,Sweden,3,1,Friendly"
"2008-11-19,""Bucharest, Romania"",Romania,Georgia,2,1,Friendly"
"2008-11-19,""Luxembourg, Luxembourg"",Luxembourg,Belgium,1,1,Friendly"
"2008-11-19,""Sankt Gallen, Switzerland"",Switzerland,Finland,1,0,Friendly"
"2008-11-19,""Berlin, Germany"",Germany,England,1,2,Friendly"
"2008-11-19,""Piraeus, Greece"",Greece,Italy,1,1,Friendly"
"2008-11-19,""Gama, Brazil"",Brazil,Portugal,6,2,Friendly"
"2008-11-19,""Vila-real, Spain"",Spain,Chile,3,0,Friendly"
"2008-11-19,""Lautoka, Fiji"",New Zealand,Fiji,0,2,FIFA World Cup qualification"
"2008-11-19,""Port of Spain, Trinidad and Tobago"",Trinidad and Tobago,Cuba,3,0,FIFA World Cup qualification"
"2008-11-19,""San Pedro Sula, Honduras"",Honduras,Mexico,1,0,FIFA World Cup qualification"
"2008-11-19,""Kingston, Jamaica"",Jamaica,Canada,3,0,FIFA World Cup qualification"
"2008-11-19,""Paramaribo, Suriname"",Suriname,Haiti,1,1,FIFA World Cup qualification"
"2008-11-19,""San Salvador, El Salvador"",El Salvador,Costa Rica,1,3,FIFA World Cup qualification"
"2008-11-19,""Riffa, Bahrain"",Bahrain,Australia,0,1,FIFA World Cup qualification"
"2008-11-19,""Doha, Qatar"",Qatar,Japan,0,3,FIFA World Cup qualification"
"2008-11-19,""Dubai, United Arab Emirates"",United Arab Emirates,Iran,1,1,FIFA World Cup qualification"
"2008-11-19,""Serravalle, San Marino"",San Marino,Czech Republic,0,3,FIFA World Cup qualification"
"2008-11-22,""Kuressaare, Estonia"",Estonia,Lithuania,1,1,Friendly"
"2008-11-29,""Petaling Jaya, Malaysia"",Malaysia,Singapore,2,2,Friendly"
"2008-12-03,""Kingston, Jamaica"",Trinidad and Tobago,Grenada,1,2,CFU Caribbean Cup"
"2008-12-03,""Kingston, Jamaica"",Jamaica,Barbados,2,1,CFU Caribbean Cup"
"2008-12-04,""Montego Bay, Jamaica"",Haiti,Antigua and Barbuda,1,1,CFU Caribbean Cup"
"2008-12-04,""Montego Bay, Jamaica"",Guadeloupe,Cuba,1,2,CFU Caribbean Cup"
"2008-12-05,""Jakarta, Indonesia"",Singapore,Cambodia,5,0,AFF Championship"
"2008-12-05,""Montego Bay, Jamaica"",Barbados,Trinidad and Tobago,1,2,CFU Caribbean Cup"
"2008-12-05,""Montego Bay, Jamaica"",Jamaica,Grenada,4,0,CFU Caribbean Cup"
"2008-12-06,""Phuket, Thailand"",Malaysia,Laos,3,0,AFF Championship"
"2008-12-06,""Phuket, Thailand"",Thailand,Vietnam,2,0,AFF Championship"
"2008-12-06,""Falmouth, Jamaica"",Cuba,Antigua and Barbuda,3,0,CFU Caribbean Cup"
"2008-12-06,""Falmouth, Jamaica"",Haiti,Guadeloupe,2,3,CFU Caribbean Cup"
"2008-12-07,""Jakarta, Indonesia"",Cambodia,Indonesia,0,4,AFF Championship"
"2008-12-07,""Falmouth, Jamaica"",Grenada,Barbados,4,2,CFU Caribbean Cup"
"2008-12-07,""Falmouth, Jamaica"",Jamaica,Trinidad and Tobago,1,1,CFU Caribbean Cup"
"2008-12-08,""Phuket, Thailand"",Malaysia,Vietnam,2,3,AFF Championship"
"2008-12-08,""Montego Bay, Jamaica"",Cuba,Haiti,0,1,CFU Caribbean Cup"
"2008-12-08,""Montego Bay, Jamaica"",Antigua and Barbuda,Guadeloupe,2,2,CFU Caribbean Cup"
"2008-12-09,""Jakarta, Indonesia"",Indonesia,Singapore,0,2,AFF Championship"
"2008-12-10,""Phuket, Thailand"",Thailand,Malaysia,3,0,AFF Championship"
"2008-12-10,""Phuket, Thailand"",Vietnam,Laos,4,0,AFF Championship"
"2008-12-11,""Kingston, Jamaica"",Jamaica,Guadeloupe,2,0,CFU Caribbean Cup"
"2008-12-14,""Kingston, Jamaica"",Jamaica,Grenada,2,0,CFU Caribbean Cup"
"2008-12-16,""Jakarta, Indonesia"",Indonesia,Thailand,0,1,AFF Championship"
"2008-12-17,""Muscat, Oman"",Iran,Ecuador,0,1,Friendly"
"2008-12-17,""Hanoi, Vietnam"",Vietnam,Singapore,0,0,AFF Championship"
"2008-12-23,""Manama, Bahrain"",Bahrain,Saudi Arabia,1,0,Friendly"
"2008-12-24,""Bangkok, Thailand"",Thailand,Vietnam,1,2,AFF Championship"
"2008-12-27,""Dammam, Saudi Arabia"",Saudi Arabia,Syria,1,1,Friendly"
"2008-12-27,""Al Ain, United Arab Emirates"",United Arab Emirates,Iraq,2,2,Friendly"
"2008-12-28,""Hanoi, Vietnam"",Vietnam,Thailand,1,1,AFF Championship"
"2008-12-29,""Manama, Bahrain"",Bahrain,Syria,2,2,Friendly"
"2008-12-30,""Dubai, United Arab Emirates"",United Arab Emirates,Kuwait,0,0,Friendly"
"2008-12-31,""Jinja, Uganda"",Sudan,Kenya,0,0,CECAFA Cup"
"2008-12-31,""Jinja, Uganda"",Zambia,Djibouti,3,0,CECAFA Cup"
"2009-01-01,""Kampala, Uganda"",Uganda,Rwanda,4,0,CECAFA Cup"
"2009-01-03,""Kampala, Uganda"",Somalia,Tanzania,1,0,CECAFA Cup"
"2009-01-04,""Jinja, Uganda"",Djibouti,Sudan,1,1,CECAFA Cup"
"2009-01-04,""Muscat, Oman"",Oman,Kuwait,0,0,Gulf Cup (19th)"
"2009-01-04,""Muscat, Oman"",Bahrain,Iraq,3,1,Gulf Cup (19th)"
"2009-01-05,""Kampala, Uganda"",Rwanda,Somalia,3,0,CECAFA Cup"
"2009-01-05,""Muscat, Oman"",United Arab Emirates,Yemen,3,1,Gulf Cup (19th)"
"2009-01-05,""Muscat, Oman"",Saudi Arabia,Qatar,0,0,Gulf Cup (19th)"
"2009-01-06,""Jinja, Uganda"",Burundi,Sudan,1,0,CECAFA Cup"
"2009-01-07,""Muscat, Oman"",Bahrain,Kuwait,0,1,Gulf Cup (19th)"
"2009-01-07,""Kampala, Uganda"",Rwanda,Tanzania,0,2,CECAFA Cup"
"2009-01-08,""Muscat, Oman"",Qatar,United Arab Emirates,0,0,Gulf Cup (19th)"
"2009-01-08,""Muscat, Oman"",Saudi Arabia,Yemen,6,0,Gulf Cup (19th)"
"2009-01-08,""Kampala, Uganda"",Burundi,Kenya,0,1,CECAFA Cup"
"2009-01-10,""Muscat, Oman"",Oman,Bahrain,2,0,Gulf Cup (19th)"
"2009-01-10,""Muscat, Oman"",Iraq,Kuwait,1,1,Gulf Cup (19th)"
"2009-01-11,""Kampala, Uganda"",Kenya,Tanzania,2,1,CECAFA Cup"
"2009-01-11,""Kampala, Uganda"",Uganda,Burundi,5,0,CECAFA Cup"
"2009-01-11,""Muscat, Oman"",Qatar,Yemen,2,1,Gulf Cup (19th)"
